,1st-comp,2nd-comp,3rd-comp,label
485,-15.254865,0.6962715,0.54956865,4
486,14.06473,3.315131,0.5710072,1
487,-4.99848,-1.4246308,3.1845307,7
488,-1.9137167,-7.5342383,22.915464,5
489,-18.1741,-1.876564,-14.225997,5
490,2.7737162,-5.9642243,-23.38634,3
491,-2.072858,-23.820219,-0.82817006,1
492,-10.880305,12.432215,1.4793754,5
493,-15.973186,-10.865642,7.3513017,4
494,-1.8059454,7.269322,-10.690863,6
495,-6.718197,-5.1180863,20.72554,3
496,-15.198598,0.15760498,-0.7336811,4
497,-18.692371,13.454596,1.631073,6
498,-12.540614,-16.014769,-4.702302,6
499,1.703416,5.081756,19.161589,6
500,4.5628023,6.335174,11.001979,5
501,19.806543,-6.444144,1.6834586,1
502,11.800944,20.592403,1.3098227,3
503,2.938206,2.7441623,6.8382506,3
504,12.096786,20.518705,4.495583,2
505,1.8586866,5.6340175,-1.7689929,7
506,10.561995,18.838734,-5.49777,2
507,-3.9838443,-16.955097,-2.9211094,7
508,14.848534,9.16917,3.9197278,7
509,10.709732,7.7298403,13.312079,6
510,23.743687,-4.974674,2.255477,1
511,-18.919888,-14.3044195,-8.989746,6
512,-1.2781444,-16.85189,-5.1933446,1
513,-13.710748,-18.24282,-10.481901,4
514,-6.577145,3.1932893,-8.025364,2
515,-2.0262644,15.478446,16.402716,6
516,-14.740676,14.340752,-5.7504344,5
517,13.549139,3.3894858,0.92307895,1
518,2.0264215,-20.355257,-3.4671052,7
519,14.249074,6.891092,-6.1486487,2
520,-4.8883867,7.7485547,-11.014822,5
521,-1.5213593,-18.420975,-2.5919523,7
522,-6.3784556,4.743605,19.048538,3
523,15.543884,2.986206,12.641052,1
524,18.266804,-7.5890713,9.872962,1
525,15.578346,8.574451,2.3176448,1
526,-6.485438,13.697744,-18.836931,4
527,-4.1222296,-4.9452186,-21.221857,4
528,-19.121271,-8.240491,-8.101952,4
529,-9.632145,18.179647,8.537291,6
530,9.763236,-9.103342,-8.253521,7
531,-3.7826517,-3.2039614,27.971,5
532,-18.804266,9.266422,-3.4258237,2
533,0.7071623,-3.0400379,0.7147868,7
534,4.8394437,-14.906393,14.742568,5
535,-19.674862,-1.5519807,4.1173573,5
536,-11.958289,-15.471047,-8.342692,6
537,-15.138508,9.20276,-11.153219,5
538,-0.49540684,11.696746,19.314478,2
539,8.609733,-19.98108,17.137867,6
540,4.8787007,-9.926709,-6.9971123,1
541,-9.10541,0.6912454,-15.186629,5
542,-10.624969,16.660032,-0.7559917,3
543,4.892128,-2.1014059,9.613864,7
544,-5.095542,12.156066,-9.418469,6
545,-3.1322079,6.1917744,-4.168905,6
546,-2.9287353,-18.058548,-7.290034,7
547,-5.14422,19.700756,-13.587057,4
548,17.481956,-5.1205497,12.586369,2
549,12.526213,17.60261,-9.360246,1
550,-2.9646988,-19.31063,1.4261494,7
551,23.690193,-9.647744,-0.09247346,2
552,14.120238,-3.1323245,8.425415,3
553,-3.9543943,-17.455599,4.453068,2
554,-3.2606308,22.320734,-11.555263,4
555,-15.740813,12.971235,-9.719449,6
556,2.3843696,-5.968054,-12.929727,1
557,3.3189678,-17.915464,9.6376915,6
558,-16.443586,13.286533,-7.0351143,5
559,5.4869566,-7.5730753,-2.609561,1
560,1.432188,-22.79351,9.916202,3
561,-1.0105654,-26.013714,-2.4409583,7
562,-0.45733353,12.50152,-6.0943403,3
563,-3.1895444,-27.66739,-1.5792178,2
564,16.109991,-7.392509,9.134175,1
565,-3.965393,-17.514555,2.6610026,7
566,-8.651904,17.001818,-8.94138,6
567,-6.5531,-4.0199785,24.565767,6
568,-9.3787155,4.5505934,22.503992,6
569,12.254625,-0.972925,-5.87635,3
570,-12.539916,10.489138,-17.979412,5
571,-13.637582,-7.98684,-4.003482,3
572,15.953695,4.347797,-13.903937,3
573,-0.33110258,3.0626993,23.92569,6
574,4.429392,12.040683,3.4495373,1
575,-1.8070422,-7.13651,-10.673519,2
576,-2.320821,13.635314,-17.59293,4
577,-4.149902,0.17407064,6.28194,7
578,2.18839,-17.572832,13.9021225,5
579,2.3954637,4.845023,12.759108,3
580,8.830765,-0.822936,-23.57205,3
581,-3.270388,-4.813127,20.158787,5
582,4.5803595,-12.737026,12.966954,6
583,-17.218914,-18.147745,-7.926769,5
584,15.635351,3.3756762,10.3889885,3
585,2.067786,-12.822788,4.08918,2
586,15.241135,-4.946927,-14.392095,7
587,3.785593,15.855238,-9.297283,5
588,-3.2030265,-16.4775,-0.1215407,7
589,-13.7366,-18.74117,-10.192804,4
590,0.8071688,-1.7130697,9.104846,2
591,-14.01994,15.509848,-8.718008,4
592,18.761856,-2.221499,-15.4842415,5
593,7.528497,9.051563,4.524405,7
594,-5.69296,-28.619051,0.13209572,7
595,-6.9100013,-2.1503503,-2.0806599,4
596,1.1687645,-1.6341125,13.064586,1
597,-8.522357,0.33207536,15.037039,6
598,14.4848175,5.2008605,1.6640443,1
599,-0.38151282,-5.058081,-4.119705,2
600,-13.616306,0.6587599,-10.5367,4
601,15.192141,5.6978745,2.3988376,1
602,1.0235163,10.547657,14.254065,6
603,0.21260005,-13.375433,-1.1691308,7
604,1.1533113,13.285861,1.5967675,1
605,-8.942849,-1.353123,4.955637,7
606,-2.271724,3.5018644,-0.3998122,2
607,-14.445414,-23.159203,-10.617959,3
608,16.80706,8.524193,4.090844,3
609,-22.288124,-6.3208804,4.8513684,6
610,-0.87047505,2.1574802,-6.557433,2
611,7.2940454,5.0668817,11.707144,7
612,10.708192,2.0336363,15.3388815,7
613,11.857655,-1.9032251,-4.46694,3
614,-7.418428,-1.8858646,3.4457917,7
615,-0.42409322,-19.054266,-0.5459742,1
616,-8.011319,-5.1980186,-14.9034815,4
617,14.941475,1.8651209,-15.976787,6
618,-8.247932,15.6740055,12.500898,3
619,1.4427022,12.155739,-11.23308,2
620,-15.804383,5.9541597,-3.2730987,4
621,-22.963165,12.2268505,2.0103579,4
622,-2.4818063,-1.3476635,13.339196,5
623,-13.323587,10.733573,-13.138594,5
624,-7.022983,-2.0648105,14.095743,6
625,0.13500796,19.22047,3.2391279,1
626,6.5367227,3.7885075,2.0243645,1
627,1.2489942,-25.501783,-8.681084,6
628,-6.8945975,-8.075948,22.862696,6
629,-8.994599,-3.2959728,-8.884647,7
630,15.111812,0.5075729,8.834085,7
631,-15.414031,13.522629,-2.001405,2
632,4.9895725,12.913836,10.915616,4
633,17.53234,-4.1806774,-14.645993,5
634,-21.486023,-6.0403996,-5.402002,2
635,13.91179,16.667553,-1.9581434,2
636,-6.52394,14.263204,-15.13701,6
637,-2.2600703,3.9809551,19.67711,3
638,-2.2558093,-19.542797,-7.0968084,7
639,18.6028,-1.8807276,-11.688107,5
640,5.61578,-22.853859,13.200118,6
641,5.990817,11.489278,-0.89410746,7
642,14.878475,16.474775,-9.589821,1
643,-13.661263,6.564375,-6.0886226,3
644,8.83461,0.33221754,15.403393,7
