,1st-comp,2nd-comp,3rd-comp,label
172,-7.8674674,-5.4343123,0.17999119,6
173,1.9360037,4.8342543,22.961824,7
174,5.324086,-3.289231,-14.472368,2
175,6.4561877,0.55510914,-1.37492,3
176,-6.8312273,13.273603,-9.192601,6
177,12.610189,15.661675,-4.5417175,6
178,-11.649846,-11.304979,6.2882833,7
179,2.37299,5.5402617,22.45459,7
180,-5.337223,-8.368437,5.6974654,7
181,3.8924303,-7.254371,13.118713,1
182,8.460978,-4.6596804,20.048788,1
183,10.58214,15.82801,-0.11625978,2
184,-1.6490487,-22.93713,7.002896,4
185,-20.091995,-6.477591,0.23277509,4
186,8.745629,5.5414143,-5.169613,2
187,26.564438,-2.615324,-2.5661802,6
188,0.54456466,1.4985969,-16.871954,2
189,-5.9034758,-6.5376177,12.496707,7
190,5.2907033,7.5863767,21.453863,1
191,7.4803514,5.1399207,15.189632,1
192,-6.6995544,-8.189996,2.3033,7
193,23.21796,-9.182155,-4.651545,6
194,1.9564567,8.584931,-9.606951,2
195,10.714291,22.738028,-5.8530746,6
196,7.722525,-15.969224,-5.9389505,5
197,-2.3097737,11.852287,-17.55881,6
198,-14.080949,-3.253145,-14.304561,5
199,-9.9208145,8.460253,2.3667643,4
200,0.33606923,-20.827938,11.647757,1
201,-9.693537,16.781296,3.7627115,4
202,7.9491844,-7.1916404,9.792426,1
203,3.9854982,2.662301,-12.818008,6
204,11.142029,1.4051948,-6.782566,5
205,-8.07529,-6.450498,11.919043,7
206,-1.0407944,8.770617,13.041004,1
207,-8.879439,19.546509,5.101878,4
208,-6.1644797,8.819575,21.984207,1
209,9.113491,16.88481,7.9914365,3
210,-21.651619,-4.3356247,0.3599379,4
211,-14.488581,-16.702093,-4.719765,4
212,18.283527,4.509225,11.02176,4
213,18.239609,8.423564,-1.973573,2
214,-6.914456,-9.462827,7.9488864,7
215,-19.199202,-3.898069,-0.6257024,3
216,-6.8561873,-8.323743,2.2874112,7
217,-25.432089,2.5650456,-2.525727,4
218,-14.6185875,11.340743,-0.19851927,4
219,2.9872847,5.792941,-10.972024,2
220,5.367798,-4.7532496,-1.5370573,2
221,1.7514603,6.369564,5.2871118,7
222,-8.5621805,8.465163,-6.49119,6
223,17.715008,6.717024,11.182881,4
224,4.199681,13.133373,-9.112164,6
225,9.373033,12.8124695,8.367858,3
226,-13.928067,-15.300409,-2.0395415,7
227,21.240997,9.544184,-7.779035,2
228,19.14343,6.6528835,11.684521,4
229,23.235552,-10.715066,-2.7013762,5
230,10.492065,-20.822697,-3.4321742,2
231,1.1504312,3.2153566,14.453271,1
232,-11.605865,10.642408,-12.238807,5
233,21.167503,9.9109535,-7.6562185,2
234,5.8774486,-2.2322094,25.992722,1
235,6.7009783,13.181487,14.571931,7
236,-6.8713007,5.575126,20.956808,1
237,5.1802087,0.78217876,-13.178985,6
238,-5.468316,-5.747297,-16.405588,6
239,2.0131893,-6.9828806,16.318764,7
240,1.2685207,-20.092682,7.5104775,7
241,-4.0770926,2.0790746,8.015466,1
242,-3.284671,6.878957,20.531706,1
243,-11.115629,-20.886301,-7.811849,5
244,6.5801606,0.83112967,11.202881,7
245,-5.8052044,-3.1727421,10.550166,1
246,-2.7443926,9.748329,-14.021083,6
247,-9.214728,-8.888104,4.920849,1
248,2.4552748,-21.717129,15.906814,1
249,7.597985,11.458655,-12.503345,6
250,6.0202656,5.808029,21.741955,7
251,-4.373648,7.6716857,17.157524,1
252,-0.28500536,-11.829889,5.6918955,7
253,-4.245979,-8.938479,-24.237122,4
254,-7.294742,-5.64511,-15.217665,2
255,-6.925813,-20.83296,0.98547226,5
256,22.756739,4.476078,6.5651097,3
257,3.5685751,1.3067981,21.987309,1
258,8.904947,10.068702,-10.979753,5
259,12.225237,13.286292,-10.304212,5
260,-5.5006766,-22.14716,-0.2346605,5
261,6.0695047,1.372083,11.357639,7
262,25.2957,-4.712244,-0.8083991,6
263,-14.554163,-14.039802,0.7118595,3
264,-8.202716,2.244951,19.739996,7
265,0.81849885,5.901187,18.325005,7
266,-5.9904547,-29.158245,1.2697052,6
267,-1.3455912,-6.2987423,3.644773,3
268,3.3267436,-15.020953,0.09984395,6
269,7.1106033,4.9207716,-14.055413,2
270,-5.3849998,-8.10041,-25.051315,4
271,14.126746,9.432975,-10.555448,6
272,-1.2511153,-4.4984674,8.656893,1
273,-8.92383,1.6374314,-9.522585,5
274,1.1816728,-17.176819,-3.9818175,2
275,7.6883554,3.3301852,17.679295,1
276,6.134242,-17.026442,2.1915736,3
277,16.007935,-5.9258547,9.014786,1
278,-4.27358,9.818353,6.776337,7
279,-12.277875,4.01137,-17.99303,5
280,-7.561103,5.024098,-9.907924,6
281,-21.43943,-0.970746,11.074578,4
282,5.7504992,14.32333,4.153802,3
283,1.5476779,-0.116324075,15.876145,7
284,25.483461,-3.8400395,-12.111941,2
285,0.9607134,2.284883,11.437976,7
286,17.312796,-6.91053,4.6152735,3
287,-16.111147,-2.9640298,9.16354,5
288,-4.3211083,-23.96472,0.4854542,6
289,-8.747235,-6.166915,-25.165983,4
290,-18.550669,-5.534752,-3.425249,5
291,-4.281865,13.892757,-19.854086,6
292,7.6898417,-3.1748424,18.746292,1
293,6.5321646,7.452939,-7.928539,2
294,4.388524,-1.3472012,-10.354226,2
295,-3.3514867,-6.7671146,-23.268253,4
296,-11.232404,-15.4944,-11.758145,5
297,4.761544,-22.221127,-0.94121134,2
298,-4.8469124,9.848949,-21.393684,5
299,-7.330628,-2.0119689,9.863018,4
300,-10.174913,-20.51302,-4.121147,6
301,-6.702846,7.0323477,15.843041,7
302,-5.347668,3.446792,21.092794,1
303,-8.88794,-23.407133,-5.2070017,5
304,-25.652386,2.6370223,-5.2811136,4
305,-8.952864,2.597247,-17.712326,5
306,-14.494127,6.0114207,-15.077652,5
307,6.7007275,-2.4049287,20.287464,7
308,4.3313193,0.3499994,-3.925497,3
309,-7.951985,-16.650778,-12.252644,5
310,8.501004,-16.351664,-0.20690286,3
311,18.928148,7.83595,-3.784282,2
312,-5.241918,-19.657663,7.3717136,3
313,-8.534086,13.329681,-15.56465,5
314,12.944973,13.443177,-2.920248,6
315,-7.876791,-18.002277,-7.2339196,6
316,26.492472,-5.324253,-3.6847627,5
317,2.0312428,-4.6178055,-8.076399,2
318,16.481178,-4.845589,1.7655262,3
319,-6.1648183,-8.115106,8.65663,7
320,-7.716911,-7.2985277,12.002046,1
321,-18.7406,2.8098857,-3.6843042,3
322,-3.2349,12.998418,13.825064,1
323,-17.848793,4.614566,-19.586054,2
324,-12.099276,14.407821,9.211845,4
325,-4.995606,9.911612,-13.505518,2
326,-17.670712,3.4676273,-3.1309073,3
327,24.736414,-8.113104,-6.106867,6
328,0.30178583,-12.260337,6.4733725,7
329,15.908717,16.12672,-2.8295271,6
330,8.441447,-18.094454,-5.8090153,5
331,-23.279222,4.8350773,-1.2466481,4
332,-12.581914,-3.2579198,-1.6360368,3
333,-5.0544786,5.36451,-5.551491,5
334,-21.993391,4.9417977,-2.8196213,4
335,8.455253,-2.0767794,-9.242217,5
336,-2.7339594,4.8108335,11.3456335,7
337,2.7379553,-6.5045357,-11.096754,2
338,5.407195,7.8381057,21.215162,1
339,-15.377033,7.8493066,-15.591654,5
340,-2.1293573,-13.391607,5.311294,1
341,-5.3165164,11.619473,-4.7747674,2
342,15.381374,-6.7465153,12.834686,1
343,6.6365876,2.5666468,20.736853,7
344,-3.685699,-1.5763597,3.1549048,2
345,9.124792,-17.413223,-0.06759801,3
346,4.726867,2.9414043,-16.660227,6
347,8.329271,9.355849,-12.934388,5
348,-1.8280891,2.5290234,24.57826,1
349,-9.45235,-7.4586115,2.552505,7
350,16.783066,12.813137,-9.473064,5
351,10.152331,-15.702694,-4.758465,6
352,-5.9899325,4.071466,16.611656,7
353,0.13159335,-16.7564,-2.8535542,1
354,8.284529,8.088833,7.638284,5
355,-11.483115,6.258004,9.896645,7
356,7.918405,16.790289,8.523481,3
357,0.7875118,-18.159143,7.897321,7
358,7.521166,9.263753,-10.852306,5
359,2.1586075,12.383342,4.268275,3
360,18.058971,-0.18630297,-8.2266865,2
361,13.629135,12.611662,-5.0788355,6
362,10.480993,7.4436417,-12.761051,5
363,15.837034,-3.5237515,3.8774981,4
364,5.9316874,-2.4785223,-0.6243521,3
365,16.622269,10.623999,-9.21131,2
366,-6.097508,-7.3553452,-25.65976,4
367,-12.277612,10.433157,0.5942032,4
368,2.7296846,-19.146181,12.721506,7
369,13.726017,14.791817,-3.2239523,6
370,-7.1530924,12.2751665,20.96021,1
371,6.548136,2.1246676,20.14523,7
372,-12.237522,14.290278,8.112422,4
373,8.342745,17.762789,8.677753,3
374,-16.512348,-16.882254,-1.9521724,4
375,-11.288846,9.2206,-16.023565,5
376,4.1718163,-19.899473,16.182549,7
377,10.751818,0.5165374,1.290102,3
378,9.275075,-2.7015998,-10.8412485,6
379,10.072805,-1.1515135,-16.476349,2
380,-11.76905,7.836372,9.076254,7
381,-21.261883,-9.6450615,-12.3751745,4
382,10.9837475,13.364758,3.5228791,3
383,24.27217,-5.7561483,-7.7006135,6
384,4.6302376,-0.56545514,-13.812742,2
385,7.485694,-18.343584,-6.545213,5
386,8.215832,-22.855522,-6.920987,6
387,-14.084171,-1.0210301,-7.1422324,5
388,-21.784761,-6.124798,-6.165723,1
389,16.953579,-7.939293,12.527846,1
390,-10.635822,7.781038,-10.043621,5
391,-5.9589667,-28.374475,-0.19924226,2
392,4.35358,8.927939,3.2367425,3
393,-10.43861,-18.260584,-9.478441,5
394,-20.995773,-5.7074094,1.2055677,4
395,1.794659,-17.949102,21.10289,7
396,10.361082,23.04229,-8.960763,6
397,-26.657738,1.0200573,-6.984256,4
398,-1.3970542,6.0203185,-14.32697,2
399,5.8319597,5.8052893,21.256508,7
400,4.8069186,12.092139,10.623923,4
401,-13.613135,10.407475,-13.7244625,5
402,13.243131,-9.522323,6.9302197,1
403,10.460692,-0.63369215,-15.89536,5
404,-16.380007,-15.511993,-5.0786567,7
405,1.8975942,-18.58813,13.804167,7
406,-20.615458,-10.111916,-11.46248,4
407,14.88544,-10.353001,11.813947,1
408,-9.031178,9.3551035,-0.33610007,3
409,14.411507,20.236547,-9.753474,5
410,-13.986482,-1.3406467,-6.8913784,5
411,-5.488946,0.4678701,10.333169,7
412,-11.387558,6.0025563,12.9172735,7
413,-5.653344,-24.54366,-2.137428,6
414,-18.609592,-18.000559,1.840242,3
415,-11.200673,19.935846,-2.2705286,4
416,9.566443,-1.7994725,-8.758714,2
417,-9.485913,-18.384335,-9.49039,5
418,5.804937,-16.804663,-6.065774,2
419,2.2095616,-21.792198,12.891083,1
420,25.800219,-1.7835563,-12.61752,2
421,-5.62758,-23.540709,0.78850603,5
422,7.4119205,5.790001,21.222794,7
423,-20.107943,-6.803792,-4.10815,2
424,-0.76556385,-15.160526,13.741149,1
425,-14.742535,8.785808,-14.9240265,5
426,-18.261755,3.4840693,-3.1098156,3
427,-17.753181,-11.996769,-11.55484,4
428,-10.930695,8.780172,-16.43584,5
429,2.7681086,10.631319,3.0300295,3
430,-15.262954,7.2594986,-17.944658,5
431,1.5659721,12.403344,13.845355,7
432,-5.01708,-22.665897,-2.5423617,2
433,-3.695754,-22.157108,-0.95202714,2
434,-19.202261,3.0336695,6.382621,4
435,3.0368087,-3.5043023,11.045111,1
436,7.7768292,-6.576043,26.282763,1
437,-7.6867437,17.181198,1.9142836,4
438,13.642658,-7.677232,11.465074,1
439,-0.74357384,4.8945694,-16.316582,2
440,8.9768715,13.343267,7.9193006,3
441,-0.57965684,-15.019041,7.0793486,7
442,2.528564,-0.5792567,10.095513,7
443,-1.4315658,11.787793,12.681018,1
444,-5.961738,13.317554,-11.279499,6
445,-15.407095,2.25564,-8.143689,2
446,15.772448,-3.509336,3.9129915,4
447,26.590471,-7.8768735,-1.0843228,6
448,-6.578538,3.4810963,-18.48828,5
449,5.0413184,13.12303,9.847695,4
450,-21.643139,-10.008457,-12.918749,4
451,-7.343009,-0.9536735,16.735746,7
452,4.3872023,-1.7038852,-10.2515545,2
453,0.51902264,13.173628,-6.5314302,6
454,17.107754,16.022324,-3.6359081,6
455,-10.156221,16.506983,3.8366525,4
456,-8.1081915,10.268595,-14.261382,5
457,-22.178385,-8.938102,-12.934564,4
458,6.524303,-5.954114,24.212416,7
459,9.774352,-16.241457,0.3056288,3
460,-8.115857,5.7532935,17.40352,1
461,-10.926973,5.306676,10.203871,7
462,-9.561076,-12.545546,-7.7836776,4
463,-12.417868,-16.191557,-0.3983352,3
464,-9.465933,-2.1846852,-12.096852,5
465,-4.577747,-22.54387,2.1219516,6
466,3.3539238,-1.9409316,-10.167082,5
467,8.663499,15.313897,7.1150756,3
468,20.142935,6.2153163,-7.0095987,2
469,18.743235,7.86358,11.745589,4
470,6.255775,-16.224138,0.4705994,3
471,-5.181597,-5.693043,9.17329,1
472,-4.30385,-9.220801,-20.871143,6
473,-10.586082,-12.859405,-7.367596,4
474,20.614117,-1.6918476,-13.345566,2
475,24.06533,4.752297,7.007914,5
476,25.935812,-3.8457918,-4.3403416,6
477,-6.495406,5.417307,-18.566599,6
478,8.97776,13.733326,8.856045,3
479,-7.767247,3.9422128,-2.944841,3
480,20.225107,-0.40915197,7.2902555,3
481,9.996707,14.86559,-8.171536,5
482,-18.086943,0.9374894,-12.185177,5
483,15.345799,13.63674,-1.966314,6
484,-7.9871526,13.363331,-2.5608683,3
485,-14.757275,10.409282,0.6884741,4
486,5.6042156,-2.3739765,11.146909,1
487,-10.672617,4.7855515,12.2974615,7
488,17.60843,14.382097,-5.311482,5
489,-18.741957,-5.110957,-2.9914355,5
490,20.50698,7.250161,10.630384,3
491,0.52328837,-19.677681,15.740969,1
492,-4.104386,9.889327,-11.289716,5
493,-9.36237,-6.757124,-24.865618,4
494,-3.494674,0.80846345,-15.275538,6
495,10.095993,15.383775,6.835437,3
496,-14.4758005,9.444333,1.5850788,4
497,-11.263355,8.500797,-9.136436,6
498,-7.1957974,-20.558199,-7.441118,6
499,11.722209,14.441211,-8.739835,6
500,-2.8617673,6.9173346,-1.8486255,5
501,13.403182,-10.397675,11.07444,1
502,2.7430577,1.3741163,-2.3564727,3
503,3.214212,0.9855028,2.5397716,3
504,8.003072,2.1139517,-9.803397,2
505,-3.8611667,0.6213283,15.997765,7
506,3.8985543,-4.7989736,-12.479048,2
507,1.0316974,-15.640051,11.050871,7
508,6.730646,2.300357,20.93433,7
509,8.088091,5.2746897,-8.382213,6
510,14.767157,-7.9432626,12.7720585,1
511,-11.091704,-16.563251,-10.573743,6
512,2.3152082,-15.878703,9.425094,1
513,-13.52355,-15.358715,-6.7722235,4
514,-6.827184,0.6583967,-11.154877,2
515,8.599629,10.406275,-10.693959,6
516,-6.0593967,9.474574,-13.363506,5
517,5.027899,-1.936999,11.158765,1
518,0.44258478,-17.122215,15.952788,7
519,4.9831467,-6.815524,-8.989423,2
520,-6.5306597,1.2920388,-16.739527,5
521,3.6440353,-16.079298,11.137474,7
522,4.9060397,16.365948,4.212195,3
523,6.2661424,-2.5978847,15.937863,1
524,10.276936,-8.968301,13.560825,1
525,8.1592,3.3857963,20.017551,1
526,-10.67994,21.076748,-4.7636576,4
527,-27.3692,-0.6635032,-7.422001,4
528,-22.189281,-10.369226,-13.513975,4
529,5.8313394,5.918061,-19.966593,6
530,-8.303563,-9.5960045,1.0065582,7
531,9.801983,12.880552,-5.395817,5
532,-12.891822,10.96663,-10.328918,2
533,-7.383188,-6.1221857,13.115424,7
534,8.217868,-14.537932,-9.088321,5
535,-3.8501384,-9.273494,-16.56483,5
536,-9.294512,-18.162216,-4.1234474,6
537,-12.470974,6.6817474,-13.781836,5
538,4.5817866,11.342678,-6.316825,2
539,6.3640532,-23.658808,-9.0159235,6
540,-7.77801,-1.6667908,3.988529,1
541,-14.617099,0.75660115,-11.492929,5
542,-11.433541,15.886164,2.3075414,3
543,0.81949335,1.9205773,10.970666,7
544,-4.375213,5.2651215,-18.08666,6
545,-3.4336839,4.59126,-7.39081,6
546,4.062821,-16.118988,15.623318,7
547,-7.8133354,19.067448,6.0804043,4
548,21.079962,8.441968,-6.469632,2
549,0.71827435,4.726568,28.213465,1
550,1.1930096,-16.884825,11.494648,7
551,26.022226,1.1059645,-13.802443,2
552,15.78003,1.5317365,-4.16433,3
553,-7.4654136,-27.613111,-3.7484126,2
554,-6.1106505,19.392387,4.1077456,4
555,-12.46781,11.011752,-14.664131,6
556,-10.949019,-2.640979,2.8298354,1
557,4.653615,-20.884306,-4.1635537,6
558,-13.98158,10.295401,-13.091277,5
559,-6.726743,-3.8822005,6.9874616,1
560,7.9354453,-18.345552,2.699095,3
561,0.6358057,-20.776777,19.18302,7
562,-6.3029885,11.311133,-1.5187397,3
563,-2.4117868,-22.197493,-0.048749033,2
564,9.008985,-9.206291,12.109261,1
565,-2.97658,-17.469398,13.665157,7
566,-5.0387025,9.737946,-18.30019,6
567,9.671697,14.768799,-8.00636,6
568,9.362219,16.706797,-6.4734664,6
569,1.5059186,-7.1874723,2.0867875,3
570,-15.374598,4.7991242,-19.775494,5
571,-16.040302,-12.267165,-12.955865,3
572,17.95947,-4.44817,0.9813725,3
573,12.403916,20.075798,-3.4684906,6
574,0.9830078,5.438366,15.659487,1
575,-10.191304,-7.8800864,-6.082851,2
576,-12.190825,17.638084,-3.004983,4
577,-6.294618,7.1116796,9.343082,7
578,7.923506,-18.237356,-6.198817,5
579,6.466654,10.534975,-0.59473,3
580,22.61419,4.455493,6.7142935,3
581,16.093021,16.62967,-4.8825917,5
582,6.332218,-14.597501,-8.773674,6
583,-10.831466,-18.030207,-9.297715,5
584,10.483954,0.7246848,-2.4890301,3
585,-3.9838333,-15.45562,1.1441624,2
586,17.970959,-5.1280503,6.7546234,7
587,-0.817635,-1.2060404,-13.216115,5
588,-1.4163393,-16.295477,8.757986,7
589,-13.472475,-15.640645,-6.564024,4
590,-0.6931039,2.6156993,1.9166136,2
591,-15.588354,17.365463,8.4407215,4
592,25.951014,-6.5448513,-2.7611308,5
593,-4.161418,2.5658007,18.955627,7
594,4.5185456,-21.40122,10.532985,7
595,-13.410828,3.5306845,-2.7813108,4
596,4.892466,-2.6117282,25.611944,1
597,7.7073193,20.991978,-7.035428,6
598,8.33821,6.0501156,17.215277,1
599,-0.427523,-0.3328476,2.574459,2
600,-18.811962,-0.61293864,2.3775227,4
601,5.9024816,-0.25905508,13.353719,1
602,6.0587506,10.157049,-7.709379,6
603,-1.6567471,-12.693067,4.4157767,7
604,-0.9931871,2.9665246,16.780273,1
605,-11.364565,6.107579,12.456791,7
606,-7.8816123,13.699316,-8.447159,2
607,-15.29365,-19.07823,-5.0852857,3
608,4.201878,0.72824764,-0.47022033,3
609,-4.1298175,-9.830272,-13.368767,6
610,-16.400108,-1.1222743,-6.065921,2
611,2.6616166,7.3800216,16.283308,7
612,7.684306,-3.6729088,24.05292,7
613,0.20842344,-7.1164184,2.4137158,3
614,-10.313136,7.184654,7.818751,7
615,0.69214064,-16.702915,12.005921,1
616,-23.890045,2.5928802,-2.0498807,4
617,22.389685,-8.506854,0.6956602,6
618,0.14188491,14.2946825,-3.0143979,3
619,-2.0307832,6.249827,-12.379035,2
620,-17.373384,3.785534,5.4759173,4
621,-21.654148,-2.5888517,12.226426,4
622,10.748908,18.584862,1.2154679,5
623,-12.956799,6.495841,-17.064482,5
624,8.0403185,22.503845,-5.2492504,6
625,-6.2816806,11.261254,22.725407,1
626,-1.143526,-1.9322587,17.115507,1
627,-3.9733348,-26.737856,1.0181193,6
628,18.162302,17.266397,-5.1127143,6
629,-13.1928005,5.1575007,7.915407,7
630,9.095282,-6.1549835,18.367496,7
631,-9.136114,10.8337965,-11.066946,2
632,1.7131848,11.752601,10.640422,4
633,26.92615,-5.1117105,-4.4493303,5
634,-17.78329,-5.0379725,-5.5209556,2
635,4.2357793,0.13082212,-9.534945,2
636,-4.823732,12.370195,-19.791483,6
637,6.468079,14.304903,3.183872,3
638,4.0346565,-16.699972,15.578926,7
639,24.682972,-4.5990767,-1.0295948,5
640,9.87316,-20.283405,-11.010595,6
641,-0.87078685,5.548447,20.594307,7
642,1.1655742,3.8875608,30.610851,1
643,-18.900303,6.050337,3.768356,3
644,5.7880406,-2.6922355,23.193277,7
645,-6.8635263,-21.12974,-6.944247,5
